Product_Name,Brand,RAM,Offer,Ratings,Selling_Price,Total,Processor_Brand,Processor
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
HP Victus Core i7 12th Gen ,HP,8 GB,19% ,4.0,83699,103483,Intel,Intel Core i7 Processor (12th Gen)
DELL Inspiron Ryzen 7 Octa Core 5700U ,DELL,16 GB,24% ,4.3,83990,111529,AMD,AMD Ryzen 7 Octa Core Processor
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
Infinix ZEROBOOK 13 Intel Core i7 13th Gen ,Infinix,32 GB,35% ,4.2,76990,119990,Intel,Intel Core i7 Processor (13th Gen)
Infinix INBook X2 Plus Core i3 11th Gen ,Infinix,8 GB,34% ,4.2,32990,49990,Intel,Intel Core i3 Processor (11th Gen)
MSI Core i5 11th Gen ,MSI,8 GB,31% ,4.3,53990,78990,Intel,Intel Core i5 Processor (11th Gen)
APPLE 2023 MacBook Pro M2 Pro ,APPLE,16 GB,7% ,4.2,229990,249900,Apple,Apple M2 Pro Processor
MSI Core i5 11th Gen ,MSI,16 GB,20% ,4.3,64990,81990,Intel,Intel Core i5 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
DELL Inspiron Ryzen 3 Dual Core 3250U ,DELL,8 GB,26% ,4.1,36690,50132,AMD,AMD Ryzen 3 Dual Core Processor
DELL Inspiron Core i5 11th Gen ,DELL,8 GB,24% ,4.2,62490,82837,Intel,Intel Core i5 Processor (11th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
HP 14s Intel Core i3 11th Gen ,HP,8 GB,22% ,4.2,40990,52900,Intel,Intel Core i3 Processor (11th Gen)
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen ",ASUS,16 GB,18% ,4.2,104990,128990,Intel,Intel Core i5 Processor (13th Gen)
APPLE 2021 Macbook Pro M1 Max ,APPLE,32 GB,6% ,4.4,309490,329900,Apple,Apple M1 Max Processor
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H ,ASUS,32 GB,43% ,4.2,169990,299990,AMD,AMD Ryzen 7 Octa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U ,Lenovo,8 GB,34% ,4.1,50990,78290,AMD,AMD Ryzen 5 Hexa Core Processor
APPLE 2022 MacBook AIR M2 ,APPLE,8 GB,7% ,4.2,137990,149900,Apple,Apple M2 Processor
Infinix ZEROBOOK 13 Intel Core i5 13th Gen ,Infinix,16 GB,22% ,4.3,61990,79990,Intel,Intel Core i5 Processor (13th Gen)
Infinix INBook X1 Neo Series Celeron Quad Core 11th Gen ,Infinix,4 GB,6% ,4.1,27990,29999,Intel,Intel Celeron Quad Core Processor (11th Gen)
DELL Ryzen 5 Hexa Core 5625U ,DELL,8 GB,20% ,4.1,55990,70250,AMD,AMD Ryzen 5 Hexa Core Processor
Acer Swift 3 Ryzen 5 Hexa Core 5500U ,Acer,8 GB,37% ,4.5,55990,89999,AMD,AMD Ryzen 5 Hexa Core Processor
HP Pavilion Ryzen 5 Hexa Core 5500U ,HP,8 GB,23% ,4.4,51800,67931,AMD,AMD Ryzen 5 Hexa Core Processor
HP Core i3 11th Gen ,HP,8 GB,26% ,4.2,39990,54051,Intel,Intel Core i3 Processor (11th Gen)
Infinix ZEROBOOK 13 Intel Core i7 13th Gen ,Infinix,32 GB,35% ,4.2,76990,119990,Intel,Intel Core i7 Processor (13th Gen)
Infinix INBook X1 Core i3 10th Gen ,Infinix,8 GB,24% ,4.2,37999,49999,Intel,Intel Core i3 Processor (10th Gen)
DELL Vostro Ryzen 5 Quad Core R5,DELL,8 GB,24% ,4.4,43790,58285,AMD,AMD Ryzen 5 Quad Core Processor
Lenovo IdeaPad 5 Ryzen 5 Hexa Core 5625U ,Lenovo,16 GB,30% ,4.2,62990,90890,AMD,AMD Ryzen 5 Hexa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
DELL Inspiron Ryzen 5 Hexa Core 5625U ,DELL,8 GB,20% ,4.7,54990,68782,AMD,AMD Ryzen 5 Hexa Core Processor
realme Book Prime Core i5 11th Gen ,realme,16 GB,24% ,4.2,56999,74999,Intel,Intel Core i5 Processor (11th Gen)
MSI Core i5 12th Gen ,MSI,16 GB,27% ,4.8,82990,114990,Intel,Intel Core i5 Processor (12th Gen)
DELL Vostro Ryzen 5 Quad Core 3500U ,DELL,8 GB,24% ,4.2,46490,61740,AMD,AMD Ryzen 5 Quad Core Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
DELL Inspiron 3501 Core i5 11th Gen ,DELL,8 GB,13% ,4.3,57150,66000,Intel,Intel Core i5 Processor (11th Gen)
ASUS Vivobook Pro 15 OLED Core i5 12th Gen ,ASUS,16 GB,23% ,4.4,84990,110990,Intel,Intel Core i5 Processor (12th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
DELL Inspiron Ryzen 3 Quad Core 5425U ,DELL,8 GB,26% ,4.0,41890,57036,AMD,AMD Ryzen 3 Quad Core Processor
DELL Ryzen 3 Quad Core 5425U ,DELL,8 GB,18% ,4.3,40990,49990,AMD,AMD Ryzen 3 Quad Core Processor
DELL Inspiron Core i3 11th Gen ,DELL,4 GB,13% ,4.4,39999,46156,Intel,Intel Core i3 Processor (11th Gen)
DELL Vostro Core i3 11th Gen ,DELL,8 GB,3% ,4.2,42907,44427,Intel,Intel Core i3 Processor (11th Gen)
Infinix ZEROBOOK 13 Intel Core i5 13th Gen ,Infinix,16 GB,22% ,4.2,61990,79990,Intel,Intel Core i5 Processor (13th Gen)
Infinix INBook X1 Neo Series Celeron Quad Core 11th Gen ,Infinix,4 GB,6% ,4.1,27990,29999,Intel,Intel Celeron Quad Core Processor (11th Gen)
ASUS VivoBook Ultra Ryzen 7 Octa Core AMD R7,ASUS,8 GB,31% ,4.3,57990,84990,AMD,AMD Ryzen 7 Octa Core Processor
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX ,ASUS,16 GB,26% ,4.2,174990,236990,AMD,AMD Ryzen 9 Octa Core Processor
Infinix ZEROBOOK 13 Intel Core i7 13th Gen ,Infinix,32 GB,35% ,4.2,76990,119990,Intel,Intel Core i7 Processor (13th Gen)
Infinix INBook X1 Core i3 10th Gen ,Infinix,8 GB,24% ,4.2,37999,49999,Intel,Intel Core i3 Processor (10th Gen)
DELL Inspiron Core i3 11th Gen ,DELL,4 GB,13% ,4.4,39999,46156,Intel,Intel Core i3 Processor (11th Gen)
Infinix ZEROBOOK 13 Intel Core i7 13th Gen ,Infinix,32 GB,35% ,4.2,76990,119990,Intel,Intel Core i7 Processor (13th Gen)
Infinix ZEROBOOK 13 Intel Core i5 13th Gen ,Infinix,16 GB,22% ,4.3,61990,79990,Intel,Intel Core i5 Processor (13th Gen)
DELL Vostro Core i5 11th Gen ,DELL,8 GB,30% ,4.1,55900,80711,Intel,Intel Core i5 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
DELL Vostro Core i5 11th Gen ,DELL,8 GB,33% ,3.8,52990,80284,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U ,Lenovo,8 GB,19% ,4.2,48350,60090,AMD,AMD Ryzen 5 Quad Core Processor
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
DELL Vostro Core i3 10th Gen ,DELL,4 GB,30% ,4.2,40490,57858,Intel,Intel Core i3 Processor (10th Gen)
ASUS Zenbook 14 OLED (2023) Intel EVO P,ASUS,16 GB,19% ,4.6,97990,120990,Intel,Intel Core i5 Processor (13th Gen)
HP Laptop Ryzen 3 Quad Core 5300U ,HP,8 GB,22% ,4.2,38990,50565,AMD,AMD Ryzen 3 Quad Core Processor
ASUS ROG Strix SCAR 17 (2023) with 90WHr Battery Ryzen 9 Octa Core 7945HX ,ASUS,16 GB,16% ,4.2,269990,323990,AMD,AMD Ryzen 9 Octa Core Processor
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
APPLE 2023 MacBook Pro M2 Pro ,APPLE,16 GB,7% ,4.2,229990,249900,Apple,Apple M2 Pro Processor
ASUS TUF Gaming A17 Ryzen 7 Octa Core AMD R7,ASUS,16 GB,25% ,4.4,79990,106990,AMD,AMD Ryzen 7 Octa Core Processor
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,46% ,4.0,14990,27990,MediaTek,MediaTek MediaTek MT8788 Processor
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,28% ,4.1,22990,32295,Intel,Intel Celeron Dual Core Processor
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7,ASUS,8 GB,18% ,4.5,87990,107990,AMD,AMD Ryzen 7 Octa Core Processor
HP Core i3 11th Gen ,HP,8 GB,5% ,4.2,42990,45410,Intel,Intel Core i3 Processor (11th Gen)
MSI Core i7 11th Gen ,MSI,8 GB,32% ,4.3,60490,89990,Intel,Intel Core i7 Processor (11th Gen)
HP Envy x360 Creator Intel Evo Core i5 12th Gen ,HP,16 GB,12% ,4.2,86490,99148,Intel,Intel Core i5 Processor (12th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
HP Pavilion Ryzen 5 Hexa Core AMD R5,HP,8 GB,16% ,4.4,58990,70600,AMD,AMD Ryzen 5 Hexa Core Processor
APPLE 2023 MacBook Pro M2 Pro ,APPLE,16 GB,7% ,4.2,229990,249900,Apple,Apple M2 Pro Processor
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
ASUS ROG Strix SCAR 15 Core i9 12th Gen ,ASUS,32 GB,33% ,4.2,241990,362990,Intel,Intel Core i9 Processor (12th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,16 GB,38% ,4.3,79990,129990,Intel,Intel Core i9 Processor (12th Gen)
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,ASUS,16 GB,29% ,4.3,94341,132990,AMD,AMD Ryzen 7 Octa Core Processor
ASUS Ryzen 5 Quad Core ,ASUS,16 GB,22% ,4.2,61999,79990,AMD,AMD Ryzen 5 Quad Core Processor
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
DELL Inspiron Ryzen 7 Octa Core 5825U ,DELL,16 GB,21% ,5.0,73890,93766,AMD,AMD Ryzen 7 Octa Core Processor
DELL Inspiron Core i3 10th Gen ,DELL,4 GB,16% ,4.4,37490,44634,Intel,Intel Core i3 Processor (10th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
HP Core i5 12th Gen ,HP,8 GB,15% ,4.2,60250,71641,Intel,Intel Core i5 Processor (12th Gen)
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS ,ASUS,32 GB,40% ,4.2,119990,201990,AMD,AMD Ryzen 7 Octa Core Processor
DELL Core i5 11th Gen ,DELL,8 GB,31% ,3.4,52490,77168,Intel,Intel Core i5 Processor (11th Gen)
DELL Core i3 11th Gen ,DELL,8 GB,23% ,4.2,45990,60441,Intel,Intel Core i3 Processor (11th Gen)
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,28% ,4.1,22990,32295,Intel,Intel Celeron Dual Core Processor
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
ASUS ROG Zephyrus M16 (2023) with 90WHr Battery Intel H,ASUS,32 GB,15% ,4.2,364990,431990,Intel,Intel Core i9 Processor (13th Gen)
ASUS Vivobook S 14 Intel EVO H,ASUS,8 GB,25% ,4.2,59990,80990,Intel,Intel Core i5 Processor (12th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
DELL Inspiron Ryzen 7 Octa Core 5825U ,DELL,8GB,26% ,3.9,62490,85550,Processor:,Processor: AMD Ryzen 7-5825U (2.00 GHz up to 4.50 GHz)
HP 15s Intel Core i5 12th Gen ,HP,16 GB,14% ,4.1,61390,72210,Intel,Intel Core i5 Processor (12th Gen)
DELL Athlon Dual Core 3050U ,DELL,8 GB,4% ,4.2,47852,49852,AMD,AMD Athlon Dual Core Processor
HP 15s Intel Core i3 11th Gen ,HP,8 GB,20% ,4.4,38700,48399,Intel,Intel Core i3 Processor (11th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
HP Pavilion Core i5 12th Gen ,HP,8 GB,12% ,4.3,70990,81444,Intel,Intel Core i5 Processor (12th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
ASUS Core i3 12th Gen ,ASUS,8 GB,14% ,4.2,50990,59826,Intel,Intel Core i3 Processor (12th Gen)
HP Ryzen 9 Octa Core 6900HX ,HP,32 GB,13% ,4.2,154490,178167,AMD,AMD Ryzen 9 Octa Core Processor
Acer Aspire 3 Core i5 12th Gen ,Acer,16 GB,23% ,3.9,52299,67999,Intel,Intel Core i5 Processor (12th Gen)
ASUS ROG Zephyrus M16 (2023) with 90WHr Battery Intel H,ASUS,32 GB,16% ,4.2,299990,359990,Intel,Intel Core i9 Processor (13th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
DELL Inspiron Core i5 11th Gen ,DELL,8 GB,24% ,4.0,53490,70490,Intel,Intel Core i5 Processor (11th Gen)
Acer Aspire 5 Ryzen 7 Octa Core 5700U ,Acer,8 GB,26% ,5.0,55990,75800,AMD,AMD Ryzen 7 Octa Core Processor
HP Victus Ryzen 7 Octa Core 5800H ,HP,16 GB,23% ,4.2,107990,140347,AMD,AMD Ryzen 7 Octa Core Processor
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen ,ASUS,8 GB,30% ,4.3,40990,58990,Intel,Intel Core i3 Processor (11th Gen)
ASUS Vivobook 14 (2023) Core i5 13th Gen ,ASUS,8 GB,20% ,4.4,59990,74990,Intel,Intel Core i5 Processor (13th Gen)
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS ,ASUS,32 GB,40% ,4.2,119990,201990,AMD,AMD Ryzen 7 Octa Core Processor
DELL Inspiron Core i3 10th Gen ,DELL,8 GB,19% ,4.2,44190,54723,Intel,Intel Core i3 Processor (10th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
ASUS ROG Zephyrus G14 with 76WHr Battery Ryzen 9 Octa Core 5900HS ,ASUS,16 GB,43% ,5.0,109990,194990,AMD,AMD Ryzen 9 Octa Core Processor
ASUS Ryzen 3 Dual Core ,ASUS,8 GB,29% ,4.2,35990,50990,AMD,AMD Ryzen 3 Dual Core Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
HP Pavilion Core i5 12th Gen ,HP,16 GB,24% ,4.2,69499,91499,Intel,Intel Core i5 Processor (12th Gen)
Acer Predator Neo (2023) Core i5 13th Gen ,Acer,16 GB,24% ,4.6,109800,144999,Intel,Intel Core i5 Processor (13th Gen)
ASUS ROG Zephyrus G14 with 76WHr Battery Ryzen 9 Octa Core 5900HS ,ASUS,16 GB,44% ,4.2,99990,180990,AMD,AMD Ryzen 9 Octa Core Processor
APPLE 2021 Macbook Pro M1 Pro ,APPLE,16 GB,6% ,4.8,225090,239900,Apple,Apple M1 Pro Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
ASUS ROG Zephyrus G15 with 90Whr Battery Ryzen 7 Octa Core 6800HS ,ASUS,16 GB,36% ,4.2,119990,189990,AMD,AMD Ryzen 7 Octa Core Processor
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen ",ASUS,16 GB,18% ,4.2,109990,134990,Intel,Intel Core i5 Processor (13th Gen)
Infinix ZEROBOOK 13 Intel Core i5 13th Gen ,Infinix,16 GB,22% ,4.3,61990,79990,Intel,Intel Core i5 Processor (13th Gen)
Infinix INBook X1 Neo Series Celeron Quad Core 11th Gen ,Infinix,4 GB,6% ,4.1,27990,29999,Intel,Intel Celeron Quad Core Processor (11th Gen)
"ASUS Vivobook Pro 16 OLED (2023) For Creator, Intel H",ASUS,16 GB,17% ,4.0,159990,194990,Intel,Intel Core i9 Processor (13th Gen)
MSI Core i7 13th Gen ,MSI,16 GB,14% ,4.2,139990,162990,Intel,Intel Core i7 Processor (13th Gen)
DELL Core i7 11th Gen ,DELL,16GB,19% ,4.1,103490,128665,Processor:,Processor: Intel i7-11800H- (2.30 GHz up to 4.60 GHz) 16MB L3
DELL Vostro Ryzen 5 Quad Core R5,DELL,8 GB,24% ,4.4,43790,58285,AMD,AMD Ryzen 5 Quad Core Processor
Infinix ZEROBOOK 13 Intel Core i7 13th Gen ,Infinix,32 GB,35% ,4.2,76990,119990,Intel,Intel Core i7 Processor (13th Gen)
Infinix INBook X1 Core i3 10th Gen ,Infinix,8 GB,24% ,4.2,37999,49999,Intel,Intel Core i3 Processor (10th Gen)
DELL Vostro Ryzen 5 Hexa Core 5625U ,DELL,16 GB,20% ,4.6,67490,84879,AMD,AMD Ryzen 5 Hexa Core Processor
Lenovo Legion 5 Pro AMD Ryzen 7 Octa Core 5800H ,Lenovo,32 GB,34% ,4.2,163791,251890,AMD,AMD Ryzen 7 Octa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
APPLE 2021 Macbook Pro M1 Pro ,APPLE,16 GB,6% ,4.8,243990,259900,Apple,Apple M1 Pro Processor
HP Victus Ryzen 5 Hexa Core 5600H ,HP,8 GB,13% ,4.4,72790,84198,AMD,AMD Ryzen 5 Hexa Core Processor
Lenovo Legion 5 Pro AMD Ryzen 7 Octa Core 6800H ,Lenovo,32 GB,33% ,4.2,172791,260290,AMD,AMD Ryzen 7 Octa Core Processor
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600H ",ASUS,8 GB,25% ,4.7,56990,76990,AMD,AMD Ryzen 5 Hexa Core Processor
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Acer Aspire 3 Core i5 11th Gen ,Acer,8 GB,9% ,4.1,55500,60999,Intel,Intel Core i5 Processor (11th Gen)
ASUS TUF Gaming F15 Core i5 10th Gen ,ASUS,8 GB,26% ,4.4,59990,81990,Intel,Intel Core i5 Processor (10th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Acer Swift Go 14 Ryzen 5 Hexa Core 7530U ,Acer,8 GB,31% ,4.2,54990,79999,AMD,AMD Ryzen 5 Hexa Core Processor
Lenovo Legion 5 Pro AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,30% ,4.2,151990,218290,AMD,AMD Ryzen 7 Octa Core Processor
DELL Core i5 11th Gen ,DELL,8 GB,8% ,4.2,68500,75000,Intel,Intel Core i5 Processor (11th Gen)
HP 15s Intel Core i3 11th Gen ,HP,8 GB,21% ,4.2,38890,49631,Intel,Intel Core i3 Processor (11th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
HP Victus Ryzen 5 Hexa Core 5600H ,HP,8 GB,19% ,4.8,66999,82961,AMD,AMD Ryzen 5 Hexa Core Processor
DELL Alienware Core i9 12th Gen ,DELL,32 GB,10% ,4.2,334990,374003,Intel,Intel Core i9 Processor (12th Gen)
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,28% ,4.1,22990,32295,Intel,Intel Celeron Dual Core Processor
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
ASUS Vivobook 15 Core i7 11th Gen ,ASUS,16 GB,18% ,4.2,65990,80990,Intel,Intel Core i7 Processor (11th Gen)
HP Pavilion 14 (2023) Intel Core i5 12th Gen ,HP,16 GB,12% ,4.2,65990,75415,Intel,Intel Core i5 Processor (12th Gen)
DELL Ryzen 7 Octa Core 6800H ,DELL,16 GB,30% ,4.2,109490,157867,AMD,AMD Ryzen 7 Octa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
Acer Aspire 3 Core i3 11th Gen ,Acer,8 GB,22% ,4.3,38700,49999,Intel,Intel Core i3 Processor (11th Gen)
DELL Core i3 11th Gen ,DELL,8GB,32% ,4.0,37249,54999,Processor:,Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 Cores
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U ,Lenovo,8 GB,36% ,4.5,43990,68990,AMD,AMD Ryzen 5 Hexa Core Processor
Acer Nitro 5 (2023) Ryzen 7 Octa Core 7735HS ,Acer,8 GB,21% ,4.2,82990,105999,AMD,AMD Ryzen 7 Octa Core Processor
ASUS Core i9 11th Gen ,ASUS,16 GB,24% ,4.2,90990,120990,Intel,Intel Core i9 Processor (11th Gen)
MSI Core i7 13th Gen ,MSI,16 GB,14% ,4.2,129990,151990,Intel,Intel Core i7 Processor (13th Gen)
